PIN,sale_price,sale_year,sale_mm,sale_dd,sale_date,snapshot_year,year_built,acres,elevation,dist_water_ft,date,highest,surge_detrended,log_price,surge_x_elev,surge_x_dist
40003 04016,250000,2019,7,23,2019-07-01,2020,1986,0.15,2.682612895965576,116.41613585086081,2019-07-01,9.473,0.13228619890667812,12.429216196844383,0.354872663145322,15.400248103113835
40003 05002,85000,2000,3,31,2000-03-01,2020,NA,0.14,0.8657290935516357,59.06275562394891,2000-03-01,8.905,0.14410199279481853,11.350406535472453,0.12475328760124259,8.511060785364414
40003 05004,422000,2008,1,24,2008-01-01,2020,1956,0.22,0.9859383702278137,62.4679072351352,2008-01-01,8.528,-0.46791185823306053,12.952760593018148,-0.46133225491657154,-29.229474554322557
40003 05008,277000,2012,7,20,2012-07-01,2020,1954,0.22,0.8215810060501099,61.132577031590884,2012-07-01,8.921,-0.2098272171564743,12.531772785169476,-0.172390056168111,-12.827278516142513
40003 05010,155000,2012,1,16,2012-01-01,2020,1954,0.22,0.7898072004318237,57.18790154392541,2012-01-01,8.538,-0.5778822413049449,11.951180395901384,-0.45641555518432614,-33.04787271973014
40003 05011,270000,2014,5,19,2014-05-01,2020,2019,0.22,0.7885467410087585,59.27960182369608,2014-05-01,9.059,-0.12676232069863086,12.506177237980511,-0.09995801486961246,-7.514419897262505
40003 05012,400000,2020,10,20,2020-10-01,2020,1954,0.22,0.98320770263671875,61.41122617080276,2020-10-01,9.935,0.5566774135220626,12.89921982609012,0.5473295208587778,34.18624254598088
40003 05018,279000,2018,3,8,2018-03-01,2020,1957,0.21,1.8790805339813232,106.44103591830802,2018-03-01,8.751,-0.549723673402695,12.538967060803502,-1.0329750537597107,-58.51315726580049
40003 06001,400000,2020,2,11,2020-02-01,2020,1935,0.15,2.5668184757232666,142.32920680111826,2020-02-01,8.885,-0.47336858025858985,12.89921982609012,-1.2150512176346404,-67.37417455277658
40003 06002,400000,2020,2,11,2020-02-01,2020,NA,0.28,1.9910557270050049,155.76619210722419,2020-02-01,8.885,-0.47336858025858985,12.89921982609012,-0.9425032227080936,-73.73482121008348
40003 06002B,400000,2020,2,11,2020-02-01,2020,NA,0.2,1.8081215620040894,164.66999011486467,2020-02-01,8.885,-0.47336858025858985,12.89921982609012,-0.8559079367408197,-77.94959943186952
40003 07003,599000,2017,12,7,2017-12-01,2020,NA,0.3,2.5227112770080566,190.74145461426642,2017-12-01,9.738,0.4446666992711378,13.303016877097587,1.1217656967612495,84.81637303750138
40003 07005,370000,2017,12,29,2017-12-01,2020,NA,0.45,1.3596458435058594,195.61707076255183,2017-12-01,9.738,0.4446666992711378,12.821258284620408,0.6045892294094725,86.98439717707251
40003 07009,370000,2017,12,29,2017-12-01,2020,NA,0.52,1.9766502380371094,222.9912473526099,2017-12-01,9.738,0.4446666992711378,12.821258284620408,0.8789505369614702,99.15678192663889
40003 08003,505000,2020,6,26,2020-06-01,2020,1980,0.18,2.430664300918579,135.31841356707469,2020-06-01,9.138,-0.23030452574229815,13.132313708257497,-0.559792989061788,-31.1644430607653
40003 08004,324900,2015,7,1,2015-07-01,2020,1981,0.15,2.562483310699463,129.50063002255663,2015-07-01,9.082,-0.13874341802143755,12.691272721657192,-0.3555276931493328,-17.967360045259102
40003 08004A,570000,2019,7,16,2019-07-01,2020,1977,0.15,2.6375670433044434,126.00470380270407,2019-07-01,9.473,0.13228619890667812,13.253391639810733,0.3489137185202705,16.66868331042157
40003 08004B,415000,2018,6,27,2018-06-01,2020,1979,0.3,2.4521827697753906,124.29571322312981,2018-06-01,9.122,-0.18627827658039028,12.936033799212835,-0.45678838021388773,-23.153591245535047
40003 08005,385000,2021,2,5,2021-02-01,2020,1985,0.33,2.2854981422424316,89.34781882699248,2021-02-01,8.597,-0.7914227624655097,12.86099861326992,-1.8087952533432956,-70.71189759632627
40003 08006,369200,2021,2,12,2021-02-01,2020,1960,0.15,2.244493007659912,91.24528220519808,2021-02-01,8.597,-0.7914227624655097,12.819093781610833,-1.776342856456728,-72.21359330478288
40003 08011B,210000,2003,11,7,2003-11-01,2020,1985,0.12,2.264380931854248,127.79483783887912,2003-11-01,9.013,0.14206755520664321,12.254862809699606,0.3216950630450736,18.155500179798977
40003 08016,335000,2006,7,7,2006-07-01,2020,2003,0.15,2.1147661209106445,97.31174028506491,2006-07-01,8.158,-0.792830584922682,12.721885810807203,-1.6766512606162576,-77.15172397005213
40003 08017,435000,2020,12,30,2020-12-01,2020,1948,0.15,2.0995495319366455,103.83977814178259,2020-12-01,9.568,0.18466838315424172,12.983101310070822,0.3877204174149853,19.17592393653816
40003 09006,350000,2006,5,31,2006-05-01,2020,NA,0.44,3.2151196002960205,142.16602244039612,2006-05-01,8.674,-0.271821554554862,12.765688433465597,-0.8739388078322708,-38.64378922462987
40003 09013,332150,2016,6,8,2016-06-01,2020,1995,0,2.6597671508789062,94.96382357500009,2016-06-01,9.663,0.4146658573295865,12.713341953093387,1.1029146259162732,39.37825531802301
40003 09015,438750,2020,10,21,2020-10-01,2020,1995,0,2.700169086456299,100.19806486705616,2020-10-01,9.935,0.5566774135220626,12.991685053762213,1.503123143120723,55.77799959010867
40003 09016,380000,2018,11,7,2018-11-01,2020,1995,0,2.6383142471313477,102.82155875622483,2018-11-01,10.253,0.9321580898740944,12.84792653170257,2.4593259690935665,95.8459478080795
40003 09020,326000,2013,6,13,2013-06-01,2020,1995,0,2.6354198455810547,116.92534583072977,2013-06-01,9.427,0.26866417344648197,12.694652660348845,0.7080428944974893,31.41365139255707
40003 09026,399000,2018,11,16,2018-11-01,2020,2000,0.02,3.066568374633789,159.1414702966423,2018-11-01,10.253,0.9321580898740944,12.896716695872,2.858526518566939,148.34500897147302
40003 09027,360000,2020,8,5,2020-08-01,2020,2000,0.02,3.1869382858276367,164.72282027994356,2020-08-01,9.207,-0.16631355611011728,12.793859310432293,-0.5300310394194756,-27.395638013245158
40003 09028,260000,2001,5,16,2001-05-01,2020,2000,0.02,3.2663021087646484,169.72434459775997,2001-05-01,8.889,0.09312089547201037,12.468436909997665,0.30416097725027985,15.804882952343474
40003 09029,182000,2018,11,2,2018-11-01,2020,NA,0.22,2.8512916564941406,157.01868108412827,2018-11-01,10.253,0.9321580898740944,12.111761966058932,2.657854584191521,146.3662338339306
40003 09032,437500,2015,5,29,2015-05-01,2020,1940,0.34,4.165286064147949,137.99693972028354,2015-05-01,8.944,-0.2717343876536175,12.988831984779805,-1.1318514580433896,-37.49851391296441
40003 09034,162750,2016,9,1,2016-09-01,2020,2018,0.28,3.6080527305603027,176.0124683039434,2016-09-01,9.115,-0.1408887458481092,11.999970560070816,-0.508334024162487,-24.798175912972656
40003 09035,775000,2018,5,16,2018-05-01,2020,2011,0.28,3.2364249229431152,192.90303507953593,2018-05-01,8.889,-0.4167327037705151,13.560618308335483,-1.3487241086883652,-80.38900337423352
40003 09037,190000,2016,2,2,2016-02-01,2020,2017,0.5,2.9418911933898926,191.27298610617794,2016-02-01,9.069,-0.1693981971867045,12.154779351142624,-0.49835106447969046,-32.401299016904126
40003 10005B,637500,2000,2,7,2000-02-01,2020,1984,0.04,3.0911498069763184,53.92198291596672,2000-02-01,8.616,-0.14251666489916787,13.365309556014719,-0.4405403611939714,-7.684781169933484
40003 10007A,925000,2020,10,30,2020-10-01,2020,1989,0.02,2.3658576011657715,51.7373374782988,2020-10-01,9.935,0.5566774135220626,13.737549016494562,1.317019490178473,28.801007209937445
40003 10007B,1290000,2005,6,10,2005-06-01,2020,1989,0.02,2.5025317668914795,51.914896494729014,2005-06-01,8.98,0.06160493959025143,14.070152776337855,0.15416831832203476,3.1982140623919366
40003 10011,400000,2020,10,15,2020-10-01,2020,2022,0.18,2.736626148223877,112.18084186656259,2020-10-01,9.935,0.5566774135220626,12.89921982609012,1.5234179659701124,62.44854089700557
40003 10012,443000,2017,3,15,2017-03-01,2020,1973,0.17,2.8451647758483887,132.8612109614726,2017-03-01,9.223,-0.04775160644770553,13.001325049027272,-0.13586118865518657,-6.34433625799782
40003 10018,479000,2020,4,29,2020-04-01,2020,2000,0.07,2.8516314029693604,111.07062052951471,2020-04-01,9.476,0.11270450462552277,13.079455876393052,0.3213917046462463,12.518159265228375
40003 10019,478700,2017,11,27,2017-11-01,2020,2000,0.06,2.5776731967926025,99.1709179613294,2017-11-01,9.368,0.07713015682908277,13.0788293753806,0.19881633792273656,7.649068455241437
40003 10020,610000,2004,3,10,2004-03-01,2020,2000,0.1,2.5897629261016846,83.92508901401577,2004-03-01,8.134,-0.7468683902770648,13.321214236149494,-1.9342120678167862,-62.680996135757326
40003 10101,845000,2006,7,17,2006-07-01,2020,2001,0,2.593597412109375,67.81500535868562,2006-07-01,8.158,-0.792830584922682,13.64709190633931,-2.0562833532966303,-53.76581036506154
40003 10102,470000,2018,3,23,2018-03-01,2020,2001,0.01,2.399385929107666,67.90242022282034,2018-03-01,8.751,-0.549723673402695,13.060487973686241,-1.3189992468598046,-37.32756787782224
40003 10103,490000,2017,5,15,2017-05-01,2020,2001,0,2.4129579067230225,67.98972724367951,2017-05-01,8.997,-0.2787606368155264,13.102160670086809,-0.6726376826871693,-18.952859663362045
40003 10202,460000,2002,9,13,2002-09-01,2020,2001,0,2.3243746757507324,60.78345195444989,2002-09-01,9.102,0.26604865252945176,13.038981768465277,0.6183967504570637,16.171355488570065
40003 10301,449000,2001,6,28,2001-06-01,2020,2001,0,2.2616515159606934,53.57705934011837,2001-06-01,8.57,-0.22842467733786445,13.01477816672439,-0.5166170177840134,-12.238322492478154
40003 10304,239400,2005,6,3,2005-06-01,2020,2004,0.1,2.6741390228271484,93.16250722545504,2005-06-01,8.98,0.06160493959025143,12.38589107210601,0.16474017295720048,5.7392706297005205
40003 11001,46700,2002,1,2,2002-01-01,2020,1978,0.15,2.6255764961242676,177.4562566702529,2002-01-01,8.495,-0.32099734125120105,10.75149944365699,-0.8428030745075342,-56.9629865795419
40003 11001B,410000,2018,12,7,2018-12-01,2020,1977,0.15,2.58251953125,176.23586336699714,2018-12-01,9.614,0.2906946323161508,12.92391243868049,0.7507245655859968,51.23081950238862
40003 11008,318000,2015,9,18,2015-09-01,2020,1976,0.15,2.693458080291748,210.82131977484693,2015-09-01,9.814,0.5881654363588105,12.669806661762314,1.58419894710896,123.99781353911317
40003 11009,410000,2019,11,6,2019-11-01,2020,1992,0.15,2.499589681625366,209.79507080888249,2019-11-01,9.466,0.11518602291910533,12.92391243868049,0.28791779435605863,24.165459834507264
40003 11014,475000,2018,12,18,2018-12-01,2020,NA,0.51,2.611694812774658,190.85895387309415,2018-12-01,9.614,0.2906946323161508,13.071070083016778,0.7592056633215275,55.48167342038428
40003 12017,137000,2018,2,9,2018-02-01,2020,NA,0.16,2.3745687007904053,242.07533606447504,2018-02-01,9.315,0.016575553651386295,11.827736204810263,0.03935979089885401,4.0125327206140735
40003 12023,294000,2009,2,19,2009-02-01,2020,2006,0.09,2.028329372406006,250.50163131093453,2009-02-01,7.927,-1.1015116132498568,12.591335046320818,-2.2342283592010093,-275.93045602702836
40003 12024,315000,2009,2,6,2009-02-01,2020,2006,0.08,2.317626953125,246.17464556426614,2009-02-01,7.927,-1.1015116132498568,12.66032791780777,-2.552893004048069,-271.1642309767065
40003 12028,475000,2021,1,8,2021-01-01,2020,2006,0.07,2.077059030532837,265.5557696391118,2021-01-01,8.951,-0.4348771896556331,13.071070083016778,-0.9032655939469739,-115.48414679749564
40003 12031,445000,2018,3,30,2018-03-01,2020,2006,0.07,2.25053071975708,287.5598294945507,2018-03-01,8.751,-0.549723673402695,13.005829561148378,-1.2371700143704731,-158.07844579279705
40003 12032,462700,2020,9,2,2020-09-01,2020,2006,0.09,2.1602489948272705,274.7060331781582,2020-09-01,9.893,0.517140871080007,13.04483417489509,1.1171530469346842,142.061717288686
40003 12034,425000,2020,3,20,2020-03-01,2020,2006,0.07,2.11559796333313,299.00179771177284,2020-03-01,8.856,-0.5047499225646025,12.959844447906553,-1.0678479081702281,-150.9211342416943
40003 12035,315900,2009,3,13,2009-03-01,2020,2006,0.07,2.127283811569214,274.8809421718887,2009-03-01,8.377,-0.653810840303937,12.663180986790177,-1.3908412164070296,-179.72013978494047
40003 12036,410000,2018,5,4,2018-05-01,2020,2006,0.09,2.097109794616699,262.18579835557506,2018-05-01,8.889,-0.4167327037705151,12.92391243868049,-0.8739342348142466,-109.26139663894986
40003 12038,450000,2020,2,28,2020-02-01,2020,2006,0.07,2.163710832595825,299.85914732493575,2020-02-01,8.885,-0.47336858025858985,13.017002861746503,-1.0242327249160172,-141.94389884675616
40003 13006,235000,2006,1,12,2006-01-01,2020,NA,0.15,2.867239475250244,313.50168821714396,2006-01-01,8.419,-0.516967724323084,12.367340793126296,-1.4822702666094323,-162.07025432906192
40003 13006A,475000,2006,7,11,2006-07-01,2020,2005,0.15,2.846006393432617,301.56652833802747,2006-07-01,8.158,-0.792830584922682,13.071070083016778,-2.2564009135988745,-239.09116705534086
40003 13011A,397000,2017,1,6,2017-01-01,2020,1985,0.15,3.184631824493408,298.84636595619503,2017-01-01,9.082,-0.18390680658374858,12.891691559669328,-0.5856754689875596,-54.959880822162106
40003 13020,1525000,2018,10,31,2018-10-01,2020,NA,0.61,2.859137773513794,273.0943142706224,2018-10-01,9.184,-0.13429633731603077,14.237504968023648,-0.3839717308648137,-36.67556614837763
40003 13021,520000,2018,10,22,2018-10-01,2020,1959,0.32,3.0247087478637695,281.49581204296834,2018-10-01,9.184,-0.13429633731603077,13.16158409055761,-0.4062073062858619,-37.80385652717247
40003 14004,459000,2007,5,31,2007-05-01,2020,1981,0.15,2.820260524749756,179.94699845628944,2007-05-01,9.325,0.34920637849014957,13.036805489042683,0.9848529642465911,62.83863965109337
40003 14006,290000,2017,12,4,2017-12-01,2020,1920,0.15,2.5769765377044678,163.10390760276482,2017-12-01,9.738,0.4446666992711378,12.577636201962656,1.1458956511202105,72.52687623194606
40003 14009,31000,2002,4,16,2002-04-01,2020,1989,0.15,3.426753044128418,179.24069999761718,2002-04-01,9.259,0.4356122860749674,10.341742483467284,1.4927357273671338,78.07945108363943
40003 14010,150000,2012,1,17,2012-01-01,2020,1964,0.15,2.9062681198120117,186.3107901462672,2012-01-01,8.538,-0.5778822413049449,11.918390573078392,-1.6794807349100735,-107.66569698902015
40003 14011,149500,2003,3,31,2003-03-01,2020,NA,0.15,3.447277307510376,193.6041112348538,2003-03-01,9.062,0.21118579192985393,11.915051671812877,0.7280159881883933,40.88643755200813
40003 14013,315000,2018,10,25,2018-10-01,2020,1988,0.15,3.318743944168091,218.17234612022645,2018-10-01,9.184,-0.13429633731603077,12.66032791780777,-0.4456951561915323,-29.29974698759175
40003 14015,350000,2021,2,18,2021-02-01,2020,NA,0.05,3.3632681369781494,233.67942469035196,2021-02-01,8.597,-0.7914227624655097,12.765688433465597,-2.661766959879475,-184.93921581978938
40003 15004,329000,2012,3,28,2012-03-01,2020,1935,0.11,2.4724106788635254,100.28178993152837,2012-03-01,9.023,-0.09780915642083407,12.70381302974751,-0.2418244028255031,-9.808477277574081
40003 15008,200000,2019,11,20,2019-11-01,2020,1960,0.33,2.6927490234375,122.11444865102321,2019-11-01,9.466,0.11518602291910533,12.206072645530174,0.31016705072907036,14.06587768107067
40003 15009,465000,2018,4,18,2018-04-01,2020,1992,0.08,2.7232131958007812,130.69058129640484,2018-04-01,8.59,-0.7132692462125703,13.049792684569493,-1.9423842234449478,-93.21757240836932
40003 16009,390000,2019,8,15,2019-08-01,2020,1938,0.11,3.4536871910095215,225.43907737710936,2019-08-01,10.047,0.7037406260968023,12.873902018105829,2.430499986143547,158.6506374600524
40003 16010,525000,2020,3,20,2020-03-01,2020,2013,0.11,3.3776137828826904,218.52917571098314,2020-03-01,8.856,-0.5047499225646025,13.17115354157376,-1.7048502953631721,-110.30258451822515
40003 17005,335000,2016,8,5,2016-08-01,2020,1935,0.08,2.3234477043151855,60.4729219531508,2016-08-01,8.79,-0.4633431730382345,12.721885810807203,-1.0765536317057998,-28.019715540666404
40003 17008,560000,2021,1,8,2021-01-01,2020,1935,0.08,2.2256011962890625,71.99965111740617,2021-01-01,8.951,-0.4348771896556331,13.235692062711331,-0.9678631935364026,-31.31100593412366
40003 17011,430000,2007,6,12,2007-06-01,2020,1935,0.08,2.1211307048797607,96.29317912664327,2007-06-01,9.709,0.7306608056802743,12.971540487669746,1.549827069780614,70.35765184218813
40003 17012,1950000,2005,8,30,2005-08-01,2020,1988,0.36,2.6425600051879883,37.200975153959824,2005-08-01,9.105,0.18159590922243146,14.48333993053993,0.47987808681694594,6.755544907044417
40003 18009,968000,2020,10,28,2020-10-01,2020,1965,0.15,3.4675936698913574,53.04262979151957,2020-10-01,9.935,0.5566774135220626,13.782987366258714,1.9303310753005978,29.527633958751416
40004 01004,10,2019,3,27,2019-03-01,2020,1994,0.11,2.8389055728912354,178.75893766155755,2019-03-01,9.423,0.09230425964231735,2.302585092994046,0.26204307710017427,16.50021139529723
40004 01005,459000,2021,1,22,2021-01-01,2020,1977,0.11,2.8278849124908447,184.31094494325464,2021-01-01,8.951,-0.4348771896556331,13.036805489042683,-1.2297826434135846,-80.1526257596967
40004 01007,413000,2020,1,6,2020-01-01,2020,1979,0.11,3.172475576400757,190.8293933598099,2020-01-01,8.994,-0.36182300744871415,12.931202871943169,-1.1478746541109148,-69.0464650150601
40004 01011,375000,2019,10,9,2019-10-01,2020,1965,0.11,2.818037986755371,156.031364559894,2019-10-01,9.453,0.10473159572898114,12.834681304952548,0.2951376151777754,16.341413794128094
40004 01013,551500,2021,1,29,2021-01-01,2020,1948,0.11,2.694833755493164,142.259478269116,2021-01-01,8.951,-0.4348771896556331,13.220397117675693,-1.1719217301780027,-61.86540211154977
40004 01015,1150000,2018,4,30,2018-04-01,2020,NA,0.22,2.78824520111084,128.77944531678185,2018-04-01,8.59,-0.7132692462125703,13.955272500339433,-1.9887695528521452,-91.8544178887739
40004 02003,800000,2012,12,31,2012-12-01,2020,NA,0.29,2.638823986053467,105.95094717348647,2012-12-01,9.538,0.394609149298011,13.592367006650065,1.041304088283745,41.809213131448
40004 02004,800000,2012,12,31,2012-12-01,2020,1946,0.29,2.4922704696655273,99.08689430036475,2012-12-01,9.538,0.394609149298011,13.592367006650065,0.983472729855268,39.10059506644887
40004 02012,230000,2001,6,25,2001-06-01,2020,1995,0.02,2.9280612468719482,84.25583733739668,2001-06-01,8.57,-0.22842467733786445,12.345834587905333,-0.6688414455422298,-19.24611245762643
40004 02013,380000,2017,11,13,2017-11-01,2020,1995,0.03,2.9443411827087402,84.42715530751747,2017-11-01,9.368,0.07713015682908277,12.84792653170257,0.22709749718065217,6.51187972950215
40004 02014,449000,2019,3,7,2019-03-01,2020,1995,0.03,2.903384208679199,84.50255181241099,2019-03-01,9.423,0.09230425964231735,13.01477816672439,0.2679947298393289,7.799945482931158
